ticket_id,booking_id,payment_id,ticket_status,ticket_issued_time,ticketing_error_code,ticketing_delay_minutes
TKT000003355,BKG000003355,PAY000003355,issued,2014-05-06 13:25:48,NONE,18.0
TKT000003356,BKG000003356,PAY000003356,issued,2013-10-22 09:31:39,NONE,23.0
TKT000003357,BKG000003357,PAY000003357,not_issued_payment_failed,,NONE,
TKT000003358,BKG000003358,PAY000003358,issued,2014-09-26 00:03:56,NONE,40.0
TKT000003359,BKG000003359,PAY000003359,issued,2014-08-20 20:12:46,NONE,45.0
TKT000003360,BKG000003360,PAY000003360,issued,2014-10-03 07:18:53,NONE,24.0
TKT000003361,BKG000003361,PAY000003361,issued,2014-10-08 18:44:49,NONE,13.0
TKT000003362,BKG000003362,PAY000003362,issued,2013-11-05 23:30:25,NONE,17.0
TKT000003363,BKG000003363,PAY000003363,issued,2014-08-20 17:02:39,NONE,21.0
TKT000003364,BKG000003364,PAY000003364,issued,2013-09-24 08:50:34,NONE,6.0
TKT000003365,BKG000003365,PAY000003365,issued,2013-01-11 14:59:01,NONE,4.0
TKT000003366,BKG000003366,PAY000003366,issued,2014-12-13 15:53:25,NONE,44.0
TKT000003367,BKG000003367,PAY000003367,not_issued_payment_failed,,NONE,
TKT000003368,BKG000003368,PAY000003368,not_issued_payment_failed,,NONE,
TKT000003369,BKG000003369,PAY000003369,issued,2013-01-23 17:23:03,NONE,32.0
TKT000003370,BKG000003370,PAY000003370,issued,2014-12-15 21:46:00,NONE,40.0
TKT000003371,BKG000003371,PAY000003371,issued,2013-06-02 02:31:31,NONE,44.0
TKT000003372,BKG000003372,PAY000003372,issued,2013-09-01 22:45:42,NONE,3.0
TKT000003373,BKG000003373,PAY000003373,pending,2013-10-22 03:19:55,TICKETING_TIMEOUT,40.0
TKT000003374,BKG000003374,PAY000003374,issued,2014-12-09 21:32:50,NONE,45.0
TKT000003375,BKG000003375,PAY000003375,issued,2014-11-11 09:59:46,NONE,37.0
TKT000003376,BKG000003376,PAY000003376,issued,2014-10-22 21:08:22,NONE,723.0
TKT000003377,BKG000003377,PAY000003377,issued,2014-12-15 10:49:14,NONE,10.0
TKT000003378,BKG000003378,PAY000003378,issued,2013-04-01 16:03:47,NONE,5.0
TKT000003379,BKG000003379,PAY000003379,issued,2013-10-06 12:57:08,NONE,13.0
TKT000003380,BKG000003380,PAY000003380,issued,2013-08-26 17:43:03,NONE,11.0
TKT000003381,BKG000003381,PAY000003381,not_issued_payment_failed,,NONE,
TKT000003382,BKG000003382,PAY000003382,issued,2014-06-08 19:30:56,NONE,36.0
TKT000003383,BKG000003383,PAY000003383,issued,2014-06-24 02:39:13,NONE,20.0
TKT000003384,BKG000003384,PAY000003384,issued,2014-05-28 17:00:47,NONE,8.0
TKT000003385,BKG000003385,PAY000003385,issued,2014-07-10 14:48:13,NONE,6.0
TKT000003386,BKG000003386,PAY000003386,not_issued_payment_failed,,NONE,
TKT000003387,BKG000003387,PAY000003387,not_issued_payment_failed,,NONE,
TKT000003388,BKG000003388,PAY000003388,issued,2013-12-22 13:18:21,NONE,9.0
TKT000003389,BKG000003389,PAY000003389,issued,2013-07-19 09:55:47,NONE,11.0
TKT000003390,BKG000003390,PAY000003390,issued,2013-01-08 18:11:51,NONE,10.0
TKT000003391,BKG000003391,PAY000003391,issued,2014-04-19 14:44:49,NONE,19.0
TKT000003392,BKG000003392,PAY000003392,issued,2013-01-09 14:22:19,NONE,26.0
TKT000003393,BKG000003393,PAY000003393,issued,2013-02-28 21:18:05,NONE,24.0
TKT000003394,BKG000003394,PAY000003394,issued,2014-11-25 14:33:24,NONE,23.0
TKT000003395,BKG000003395,PAY000003395,issued,2013-05-02 23:10:02,NONE,8.0
TKT000003396,BKG000003396,PAY000003396,issued,2013-10-23 04:28:17,NONE,5.0
TKT000003397,BKG000003397,PAY000003397,issued,2014-03-28 18:03:01,NONE,42.0
TKT000003398,BKG000003398,PAY000003398,issued,2013-08-08 10:23:25,NONE,16.0
TKT000003399,BKG000003399,PAY000003399,issued,2014-04-16 11:24:54,NONE,13.0
TKT000003400,BKG000003400,PAY000003400,issued,2014-07-19 17:18:51,NONE,11.0
TKT000003401,BKG000003401,PAY000003401,issued,2013-07-18 12:22:45,NONE,23.0
TKT000003402,BKG000003402,PAY000003402,issued,2014-02-17 22:44:33,NONE,24.0
TKT000003403,BKG000003403,PAY000003403,issued,2014-06-26 00:54:07,NONE,32.0
TKT000003404,BKG000003404,PAY000003404,issued,2014-08-06 02:03:40,NONE,30.0
TKT000003405,BKG000003405,PAY000003405,issued,2014-12-23 08:17:45,NONE,21.0
TKT000003406,BKG000003406,PAY000003406,issued,2014-02-13 18:18:14,NONE,17.0
TKT000003407,BKG000003407,PAY000003407,issued,2013-08-04 12:51:16,NONE,33.0
TKT000003408,BKG000003408,PAY000003408,not_issued_payment_failed,,NONE,
TKT000003409,BKG000003409,PAY000003409,not_issued_payment_failed,,NONE,
TKT000003410,BKG000003410,PAY000003410,issued,2013-05-16 01:35:16,NONE,43.0
TKT000003411,BKG000003411,PAY000003411,issued,2014-10-29 13:31:48,NONE,11.0
TKT000003412,BKG000003412,PAY000003412,issued,2014-12-15 15:05:00,NONE,30.0
TKT000003413,BKG000003413,PAY000003413,failed,2014-11-09 15:19:27,AIRLINE_CONFIRMATION_FAILED,14.0
TKT000003414,BKG000003414,PAY000003414,not_issued_payment_failed,,NONE,
TKT000003415,BKG000003415,PAY000003415,issued,2014-06-24 17:49:49,NONE,13.0
TKT000003416,BKG000003416,PAY000003416,not_issued_payment_failed,,NONE,
TKT000003417,BKG000003417,PAY000003417,not_issued_payment_failed,,NONE,
TKT000003418,BKG000003418,PAY000003418,issued,2014-10-06 22:33:30,NONE,43.0
TKT000003419,BKG000003419,PAY000003419,issued,2014-07-16 17:24:47,NONE,29.0
TKT000003420,BKG000003420,PAY000003420,issued,2014-02-28 22:57:47,NONE,11.0
TKT000003421,BKG000003421,PAY000003421,issued,2013-07-02 14:47:50,NONE,34.0
TKT000003422,BKG000003422,PAY000003422,issued,2014-12-06 19:46:58,NONE,29.0
TKT000003423,BKG000003423,PAY000003423,failed,2014-06-08 00:08:19,SUPPLIER_ERROR,23.0
TKT000003424,BKG000003424,PAY000003424,issued,2013-08-06 20:18:18,NONE,19.0
TKT000003425,BKG000003425,PAY000003425,issued,2014-09-16 21:41:03,NONE,34.0
TKT000003426,BKG000003426,PAY000003426,issued,2014-03-05 11:32:20,NONE,8.0
TKT000003427,BKG000003427,PAY000003427,issued,2014-01-30 12:06:06,NONE,15.0
TKT000003428,BKG000003428,PAY000003428,pending,2014-10-22 11:50:30,INVENTORY_MISMATCH,6.0
TKT000003429,BKG000003429,PAY000003429,issued,2014-12-28 20:36:39,NONE,41.0
TKT000003430,BKG000003430,PAY000003430,issued,2013-11-25 14:42:43,NONE,14.0
TKT000003431,BKG000003431,PAY000003431,issued,2013-07-12 22:44:24,NONE,45.0
TKT000003432,BKG000003432,PAY000003432,issued,2014-06-24 04:52:08,NONE,410.0
TKT000003433,BKG000003433,PAY000003433,pending,2013-07-17 16:54:04,INVENTORY_MISMATCH,29.0
TKT000003434,BKG000003434,PAY000003434,issued,2013-11-03 19:26:17,NONE,13.0
TKT000003435,BKG000003435,PAY000003435,issued,2013-11-03 18:44:17,NONE,18.0
TKT000003436,BKG000003436,PAY000003436,issued,2014-09-25 17:20:37,NONE,6.0
TKT000003437,BKG000003437,PAY000003437,issued,2014-03-20 22:14:32,NONE,34.0
TKT000003438,BKG000003438,PAY000003438,issued,2014-02-24 00:11:16,NONE,15.0
TKT000003439,BKG000003439,PAY000003439,issued,2014-11-10 04:01:06,NONE,17.0
TKT000003440,BKG000003440,PAY000003440,issued,2013-09-25 12:01:12,NONE,6.0
TKT000003441,BKG000003441,PAY000003441,issued,2013-06-18 14:51:18,NONE,18.0
TKT000003442,BKG000003442,PAY000003442,not_issued_payment_failed,,NONE,
TKT000003443,BKG000003443,PAY000003443,issued,2013-09-12 08:06:13,NONE,4.0
TKT000003444,BKG000003444,PAY000003444,issued,2014-10-23 11:31:51,NONE,982.0
TKT000003445,BKG000003445,PAY000003445,issued,2013-10-05 06:26:24,NONE,11.0
TKT000003446,BKG000003446,PAY000003446,not_issued_payment_failed,,NONE,
TKT000003447,BKG000003447,PAY000003447,issued,2014-05-07 18:23:02,NONE,29.0
TKT000003448,BKG000003448,PAY000003448,not_issued_payment_failed,,NONE,
TKT000003449,BKG000003449,PAY000003449,issued,2013-02-20 18:08:13,NONE,32.0
TKT000003450,BKG000003450,PAY000003450,issued,2014-07-09 07:33:09,NONE,13.0
TKT000003451,BKG000003451,PAY000003451,not_issued_payment_failed,,NONE,
TKT000003452,BKG000003452,PAY000003452,issued,2014-04-07 18:21:27,NONE,3.0
TKT000003453,BKG000003453,PAY000003453,issued,2013-11-18 17:07:50,NONE,34.0
TKT000003454,BKG000003454,PAY000003454,issued,2013-10-23 15:48:27,NONE,6.0
TKT000003455,BKG000003455,PAY000003455,issued,2013-04-19 17:48:14,NONE,18.0
TKT000003456,BKG000003456,PAY000003456,issued,2013-06-08 10:52:46,NONE,37.0
TKT000003457,BKG000003457,PAY000003457,issued,2013-07-12 13:27:42,NONE,39.0
TKT000003458,BKG000003458,PAY000003458,issued,2013-08-09 19:36:26,NONE,40.0
TKT000003459,BKG000003459,PAY000003459,issued,2014-01-17 17:56:07,NONE,14.0
TKT000003460,BKG000003460,PAY000003460,issued,2014-05-06 19:06:04,NONE,34.0
TKT000003461,BKG000003461,PAY000003461,issued,2014-07-15 13:35:22,NONE,15.0
TKT000003462,BKG000003462,PAY000003462,issued,2014-07-06 17:08:41,NONE,16.0
TKT000003463,BKG000003463,PAY000003463,issued,2013-04-15 18:12:22,NONE,3.0
TKT000003464,BKG000003464,PAY000003464,issued,2013-10-01 22:42:23,NONE,39.0
TKT000003465,BKG000003465,PAY000003465,issued,2014-10-14 18:14:01,NONE,17.0
TKT000003466,BKG000003466,PAY000003466,issued,2014-12-31 16:13:29,NONE,205.0
TKT000003467,BKG000003467,PAY000003467,not_issued_payment_failed,,NONE,
TKT000003468,BKG000003468,PAY000003468,issued,2013-03-12 02:05:30,NONE,32.0
TKT000003469,BKG000003469,PAY000003469,issued,2014-04-26 01:32:00,NONE,716.0
TKT000003470,BKG000003470,PAY000003470,issued,2014-01-17 10:29:23,NONE,30.0
TKT000003471,BKG000003471,PAY000003471,issued,2014-02-20 22:07:24,NONE,36.0
TKT000003472,BKG000003472,PAY000003472,issued,2013-01-15 21:44:29,NONE,40.0
TKT000003473,BKG000003473,PAY000003473,issued,2013-02-20 20:09:15,NONE,15.0
TKT000003474,BKG000003474,PAY000003474,issued,2014-07-07 14:49:22,NONE,34.0
TKT000003475,BKG000003475,PAY000003475,issued,2014-01-22 20:41:31,NONE,25.0
TKT000003476,BKG000003476,PAY000003476,issued,2014-12-06 18:55:17,NONE,34.0
TKT000003477,BKG000003477,PAY000003477,issued,2013-03-29 00:31:33,NONE,16.0
TKT000003478,BKG000003478,PAY000003478,issued,2014-02-26 16:41:40,NONE,44.0
TKT000003479,BKG000003479,PAY000003479,issued,2013-09-25 12:48:22,NONE,21.0
TKT000003480,BKG000003480,PAY000003480,issued,2014-09-10 18:14:08,NONE,351.0
TKT000003481,BKG000003481,PAY000003481,issued,2014-08-15 23:42:54,NONE,32.0
TKT000003482,BKG000003482,PAY000003482,issued,2013-07-12 02:22:46,NONE,41.0
TKT000003483,BKG000003483,PAY000003483,issued,2014-03-16 17:09:00,NONE,45.0
TKT000003484,BKG000003484,PAY000003484,issued,2013-05-27 11:32:18,NONE,26.0
TKT000003485,BKG000003485,PAY000003485,issued,2014-07-14 11:29:05,NONE,31.0
TKT000003486,BKG000003486,PAY000003486,issued,2013-12-20 10:38:23,NONE,39.0
TKT000003487,BKG000003487,PAY000003487,issued,2014-08-20 09:41:10,NONE,12.0
TKT000003488,BKG000003488,PAY000003488,issued,2014-10-29 18:09:19,NONE,11.0
TKT000003489,BKG000003489,PAY000003489,issued,2014-03-18 18:31:28,NONE,16.0
TKT000003490,BKG000003490,PAY000003490,issued,2013-01-22 17:34:04,NONE,3.0
TKT000003491,BKG000003491,PAY000003491,issued,2013-04-02 21:26:34,NONE,15.0
TKT000003492,BKG000003492,PAY000003492,not_issued_payment_failed,,NONE,
TKT000003493,BKG000003493,PAY000003493,issued,2014-07-28 17:14:36,NONE,261.0
TKT000003494,BKG000003494,PAY000003494,not_issued_payment_failed,,NONE,
TKT000003495,BKG000003495,PAY000003495,issued,2014-06-06 14:28:13,NONE,42.0
TKT000003496,BKG000003496,PAY000003496,failed,2013-05-28 16:27:57,INVENTORY_MISMATCH,27.0
TKT000003497,BKG000003497,PAY000003497,issued,2013-11-06 18:54:36,NONE,40.0
TKT000003498,BKG000003498,PAY000003498,issued,2014-08-12 19:51:50,NONE,40.0
TKT000003499,BKG000003499,PAY000003499,issued,2013-04-28 04:43:00,NONE,27.0
TKT000003500,BKG000003500,PAY000003500,issued,2013-07-24 19:32:33,NONE,41.0
TKT000003501,BKG000003501,PAY000003501,issued,2013-12-30 22:45:22,NONE,8.0
TKT000003502,BKG000003502,PAY000003502,issued,2014-11-29 14:37:52,NONE,30.0
TKT000003503,BKG000003503,PAY000003503,issued,2014-11-29 15:04:52,NONE,29.0
TKT000003504,BKG000003504,PAY000003504,issued,2014-10-03 09:29:25,NONE,32.0
TKT000003505,BKG000003505,PAY000003505,issued,2014-08-13 11:00:56,NONE,39.0
TKT000003506,BKG000003506,PAY000003506,not_issued_payment_failed,,NONE,
TKT000003507,BKG000003507,PAY000003507,pending,2014-02-19 10:49:13,AIRLINE_CONFIRMATION_FAILED,6.0
TKT000003508,BKG000003508,PAY000003508,issued,2013-06-01 17:45:12,NONE,22.0
TKT000003509,BKG000003509,PAY000003509,issued,2013-08-04 23:28:55,NONE,8.0
TKT000003510,BKG000003510,PAY000003510,issued,2014-10-11 17:31:49,NONE,21.0
TKT000003511,BKG000003511,PAY000003511,issued,2014-01-27 12:59:54,NONE,44.0
TKT000003512,BKG000003512,PAY000003512,issued,2014-04-03 10:45:48,NONE,44.0
TKT000003513,BKG000003513,PAY000003513,issued,2013-01-11 14:32:16,NONE,8.0
TKT000003514,BKG000003514,PAY000003514,issued,2014-11-19 21:01:03,NONE,8.0
TKT000003515,BKG000003515,PAY000003515,issued,2014-09-15 17:53:58,NONE,42.0
TKT000003516,BKG000003516,PAY000003516,issued,2014-04-10 10:34:47,NONE,38.0
TKT000003517,BKG000003517,PAY000003517,issued,2014-03-26 00:57:21,NONE,25.0
TKT000003518,BKG000003518,PAY000003518,issued,2014-07-29 04:12:16,NONE,435.0
TKT000003519,BKG000003519,PAY000003519,issued,2014-06-21 20:19:12,NONE,35.0
TKT000003520,BKG000003520,PAY000003520,not_issued_payment_failed,,NONE,
TKT000003521,BKG000003521,PAY000003521,issued,2014-11-20 17:40:34,NONE,13.0
TKT000003522,BKG000003522,PAY000003522,not_issued_payment_failed,,NONE,
TKT000003523,BKG000003523,PAY000003523,issued,2014-07-29 21:48:20,NONE,39.0
TKT000003524,BKG000003524,PAY000003524,not_issued_payment_failed,,NONE,
TKT000003525,BKG000003525,PAY000003525,issued,2014-10-07 21:55:34,NONE,19.0
TKT000003526,BKG000003526,PAY000003526,not_issued_payment_failed,,NONE,
TKT000003527,BKG000003527,PAY000003527,not_issued_payment_failed,,NONE,
TKT000003528,BKG000003528,PAY000003528,issued,2014-06-12 05:40:46,NONE,28.0
TKT000003529,BKG000003529,PAY000003529,issued,2013-04-26 12:39:26,NONE,33.0
TKT000003530,BKG000003530,PAY000003530,failed,2013-03-15 13:40:14,INVENTORY_MISMATCH,23.0
TKT000003531,BKG000003531,PAY000003531,issued,2013-04-14 21:02:22,NONE,20.0
TKT000003532,BKG000003532,PAY000003532,issued,2014-09-12 16:13:28,NONE,38.0
TKT000003533,BKG000003533,PAY000003533,issued,2013-07-27 18:16:56,NONE,15.0
TKT000003534,BKG000003534,PAY000003534,issued,2014-11-09 02:20:08,NONE,3.0
TKT000003535,BKG000003535,PAY000003535,issued,2013-11-13 14:46:10,NONE,31.0
TKT000003536,BKG000003536,PAY000003536,issued,2013-05-16 19:26:13,NONE,13.0
TKT000003537,BKG000003537,PAY000003537,issued,2014-10-31 22:10:12,NONE,15.0
TKT000003538,BKG000003538,PAY000003538,issued,2014-04-14 09:25:58,NONE,27.0
TKT000003539,BKG000003539,PAY000003539,not_issued_payment_failed,,NONE,
TKT000003540,BKG000003540,PAY000003540,issued,2014-07-23 15:36:27,NONE,13.0
TKT000003541,BKG000003541,PAY000003541,issued,2014-11-10 09:39:52,NONE,38.0
TKT000003542,BKG000003542,PAY000003542,issued,2014-12-16 10:30:40,NONE,42.0
TKT000003543,BKG000003543,PAY000003543,issued,2013-06-02 09:30:30,NONE,12.0
TKT000003544,BKG000003544,PAY000003544,issued,2013-08-28 21:54:39,NONE,11.0
TKT000003545,BKG000003545,PAY000003545,issued,2014-01-30 04:42:32,NONE,32.0
TKT000003546,BKG000003546,PAY000003546,issued,2014-11-05 10:53:20,NONE,31.0
TKT000003547,BKG000003547,PAY000003547,issued,2013-04-11 11:48:48,NONE,32.0
TKT000003548,BKG000003548,PAY000003548,issued,2014-12-11 17:31:12,NONE,19.0
TKT000003549,BKG000003549,PAY000003549,issued,2014-11-23 16:30:56,NONE,40.0
TKT000003550,BKG000003550,PAY000003550,issued,2014-06-17 17:56:06,NONE,10.0
TKT000003551,BKG000003551,PAY000003551,issued,2013-09-20 21:51:35,NONE,42.0
TKT000003552,BKG000003552,PAY000003552,not_issued_payment_failed,,NONE,
TKT000003553,BKG000003553,PAY000003553,issued,2014-02-05 19:29:49,NONE,28.0
TKT000003554,BKG000003554,PAY000003554,issued,2013-12-13 16:43:55,NONE,19.0
TKT000003555,BKG000003555,PAY000003555,issued,2014-07-11 19:49:20,NONE,12.0
TKT000003556,BKG000003556,PAY000003556,issued,2014-09-11 13:01:42,NONE,22.0
TKT000003557,BKG000003557,PAY000003557,issued,2013-05-05 17:38:01,NONE,26.0
TKT000003558,BKG000003558,PAY000003558,issued,2013-01-23 15:40:50,NONE,37.0
TKT000003559,BKG000003559,PAY000003559,issued,2013-01-23 15:31:50,NONE,25.0
TKT000003560,BKG000003560,PAY000003560,issued,2014-04-28 17:43:27,NONE,11.0
TKT000003561,BKG000003561,PAY000003561,pending,2014-10-18 23:03:11,SUPPLIER_ERROR,40.0
TKT000003562,BKG000003562,PAY000003562,issued,2013-12-10 22:16:55,NONE,1030.0
TKT000003563,BKG000003563,PAY000003563,issued,2013-06-24 17:08:18,NONE,39.0
TKT000003564,BKG000003564,PAY000003564,issued,2013-08-04 09:37:41,NONE,30.0
TKT000003565,BKG000003565,PAY000003565,issued,2014-12-26 20:46:02,NONE,44.0
TKT000003566,BKG000003566,PAY000003566,issued,2013-07-18 18:45:56,NONE,42.0
TKT000003567,BKG000003567,PAY000003567,issued,2014-01-13 17:49:07,NONE,1299.0
TKT000003568,BKG000003568,PAY000003568,issued,2014-11-18 01:49:54,NONE,26.0
TKT000003569,BKG000003569,PAY000003569,issued,2014-03-14 16:55:22,NONE,8.0
TKT000003570,BKG000003570,PAY000003570,issued,2014-07-07 20:32:53,NONE,3.0
TKT000003571,BKG000003571,PAY000003571,issued,2013-01-28 18:40:49,NONE,38.0
TKT000003572,BKG000003572,PAY000003572,issued,2014-02-09 22:35:58,NONE,27.0
TKT000003573,BKG000003573,PAY000003573,issued,2014-11-27 23:27:07,NONE,5.0
TKT000003574,BKG000003574,PAY000003574,issued,2014-11-04 14:01:11,NONE,30.0
TKT000003575,BKG000003575,PAY000003575,issued,2014-01-16 11:43:54,NONE,3.0
TKT000003576,BKG000003576,PAY000003576,issued,2014-06-11 14:56:43,NONE,13.0
TKT000003577,BKG000003577,PAY000003577,issued,2013-12-17 19:37:04,NONE,45.0
TKT000003578,BKG000003578,PAY000003578,issued,2013-08-23 12:39:03,NONE,29.0
TKT000003579,BKG000003579,PAY000003579,issued,2014-03-27 08:46:06,NONE,30.0
TKT000003580,BKG000003580,PAY000003580,issued,2014-11-24 08:42:23,NONE,22.0
TKT000003581,BKG000003581,PAY000003581,issued,2013-10-15 15:49:38,NONE,12.0
TKT000003582,BKG000003582,PAY000003582,issued,2014-07-15 20:47:05,NONE,1389.0
TKT000003583,BKG000003583,PAY000003583,issued,2013-10-31 11:59:00,NONE,37.0
TKT000003584,BKG000003584,PAY000003584,not_issued_payment_failed,,NONE,
TKT000003585,BKG000003585,PAY000003585,issued,2014-12-10 13:24:22,NONE,33.0
TKT000003586,BKG000003586,PAY000003586,issued,2013-01-26 11:22:07,NONE,8.0
TKT000003587,BKG000003587,PAY000003587,issued,2013-11-05 17:01:33,NONE,41.0
TKT000003588,BKG000003588,PAY000003588,issued,2014-06-22 14:59:39,NONE,37.0
TKT000003589,BKG000003589,PAY000003589,issued,2014-11-08 06:01:24,NONE,42.0
TKT000003590,BKG000003590,PAY000003590,issued,2014-08-31 18:45:33,NONE,25.0
TKT000003591,BKG000003591,PAY000003591,issued,2013-09-04 02:59:10,NONE,19.0
TKT000003592,BKG000003592,PAY000003592,pending,2014-06-21 07:05:51,SUPPLIER_ERROR,29.0
TKT000003593,BKG000003593,PAY000003593,issued,2014-11-12 17:55:10,NONE,11.0
TKT000003594,BKG000003594,PAY000003594,issued,2014-06-26 13:55:23,NONE,8.0
TKT000003595,BKG000003595,PAY000003595,issued,2014-04-10 11:03:42,NONE,40.0
TKT000003596,BKG000003596,PAY000003596,issued,2014-03-18 08:19:29,NONE,11.0
TKT000003597,BKG000003597,PAY000003597,issued,2014-07-04 13:35:02,NONE,6.0
TKT000003598,BKG000003598,PAY000003598,issued,2014-01-02 15:12:51,NONE,32.0
TKT000003599,BKG000003599,PAY000003599,issued,2014-08-04 19:36:51,NONE,28.0
TKT000003600,BKG000003600,PAY000003600,issued,2013-10-29 00:33:17,NONE,8.0
TKT000003601,BKG000003601,PAY000003601,issued,2013-04-07 10:41:35,NONE,24.0
TKT000003602,BKG000003602,PAY000003602,issued,2014-02-18 03:11:22,NONE,15.0
TKT000003603,BKG000003603,PAY000003603,not_issued_payment_failed,,NONE,
TKT000003604,BKG000003604,PAY000003604,issued,2014-04-01 23:53:37,NONE,29.0
TKT000003605,BKG000003605,PAY000003605,issued,2014-04-22 14:23:50,NONE,44.0
TKT000003606,BKG000003606,PAY000003606,issued,2014-09-29 00:51:05,NONE,8.0
TKT000003607,BKG000003607,PAY000003607,issued,2014-11-29 21:01:20,NONE,39.0
TKT000003608,BKG000003608,PAY000003608,pending,2013-07-26 14:16:20,SUPPLIER_ERROR,16.0
TKT000003609,BKG000003609,PAY000003609,issued,2014-06-02 06:38:59,NONE,1261.0
TKT000003610,BKG000003610,PAY000003610,issued,2014-09-03 08:11:11,NONE,810.0
TKT000003611,BKG000003611,PAY000003611,issued,2014-09-08 00:57:47,NONE,33.0
TKT000003612,BKG000003612,PAY000003612,issued,2013-07-28 12:07:13,NONE,43.0
TKT000003613,BKG000003613,PAY000003613,issued,2013-10-01 13:48:00,NONE,15.0
TKT000003614,BKG000003614,PAY000003614,issued,2014-05-03 08:43:41,NONE,1232.0
TKT000003615,BKG000003615,PAY000003615,issued,2013-07-05 13:24:44,NONE,26.0
TKT000003616,BKG000003616,PAY000003616,issued,2014-08-17 19:49:55,NONE,36.0
TKT000003617,BKG000003617,PAY000003617,issued,2014-07-15 23:57:17,NONE,22.0
TKT000003618,BKG000003618,PAY000003618,issued,2014-12-01 14:16:38,NONE,40.0
TKT000003619,BKG000003619,PAY000003619,issued,2014-11-11 09:34:28,NONE,4.0
TKT000003620,BKG000003620,PAY000003620,failed,2013-08-04 11:05:20,AIRLINE_CONFIRMATION_FAILED,45.0
TKT000003621,BKG000003621,PAY000003621,issued,2014-06-08 20:27:18,NONE,31.0
TKT000003622,BKG000003622,PAY000003622,issued,2014-06-04 19:01:48,NONE,30.0
TKT000003623,BKG000003623,PAY000003623,issued,2014-07-22 16:58:07,NONE,3.0
TKT000003624,BKG000003624,PAY000003624,issued,2014-09-17 23:47:47,NONE,19.0
TKT000003625,BKG000003625,PAY000003625,issued,2014-09-17 14:28:42,NONE,35.0
TKT000003626,BKG000003626,PAY000003626,issued,2013-05-13 03:49:24,NONE,37.0
TKT000003627,BKG000003627,PAY000003627,issued,2013-08-30 08:54:03,NONE,11.0
TKT000003628,BKG000003628,PAY000003628,issued,2014-06-21 18:33:24,NONE,27.0
TKT000003629,BKG000003629,PAY000003629,issued,2014-05-28 15:46:01,NONE,5.0
TKT000003630,BKG000003630,PAY000003630,not_issued_payment_failed,,NONE,
TKT000003631,BKG000003631,PAY000003631,issued,2013-05-10 21:34:46,NONE,29.0
TKT000003632,BKG000003632,PAY000003632,issued,2014-09-10 19:35:19,NONE,19.0
TKT000003633,BKG000003633,PAY000003633,not_issued_payment_failed,,NONE,
TKT000003634,BKG000003634,PAY000003634,issued,2014-09-08 14:56:04,NONE,5.0
TKT000003635,BKG000003635,PAY000003635,issued,2014-02-03 15:20:49,NONE,32.0
TKT000003636,BKG000003636,PAY000003636,issued,2013-07-02 19:49:45,NONE,37.0
TKT000003637,BKG000003637,PAY000003637,issued,2014-10-04 16:33:17,NONE,4.0
TKT000003638,BKG000003638,PAY000003638,issued,2014-11-05 09:06:15,NONE,19.0
TKT000003639,BKG000003639,PAY000003639,issued,2014-12-07 19:25:29,NONE,23.0
TKT000003640,BKG000003640,PAY000003640,issued,2014-03-10 19:18:37,NONE,15.0
TKT000003641,BKG000003641,PAY000003641,issued,2013-02-24 14:33:03,NONE,10.0
TKT000003642,BKG000003642,PAY000003642,issued,2014-07-15 07:00:34,NONE,14.0
TKT000003643,BKG000003643,PAY000003643,issued,2014-04-08 14:14:47,NONE,16.0
TKT000003644,BKG000003644,PAY000003644,issued,2014-10-27 15:57:28,NONE,15.0
TKT000003645,BKG000003645,PAY000003645,not_issued_payment_failed,,NONE,
TKT000003646,BKG000003646,PAY000003646,issued,2014-09-25 14:53:26,NONE,19.0
TKT000003647,BKG000003647,PAY000003647,issued,2013-07-23 04:18:38,NONE,15.0
TKT000003648,BKG000003648,PAY000003648,issued,2013-05-17 00:21:28,NONE,32.0
TKT000003649,BKG000003649,PAY000003649,issued,2013-11-08 18:44:05,NONE,8.0
TKT000003650,BKG000003650,PAY000003650,issued,2013-06-12 06:58:35,NONE,34.0
TKT000003651,BKG000003651,PAY000003651,issued,2013-02-22 19:31:10,NONE,42.0
TKT000003652,BKG000003652,PAY000003652,issued,2014-12-30 18:40:41,NONE,16.0
TKT000003653,BKG000003653,PAY000003653,issued,2014-08-19 22:30:21,NONE,23.0
TKT000003654,BKG000003654,PAY000003654,issued,2014-07-17 22:44:48,NONE,31.0
TKT000003655,BKG000003655,PAY000003655,issued,2014-11-22 14:51:23,NONE,29.0
TKT000003656,BKG000003656,PAY000003656,issued,2014-09-25 01:05:27,NONE,31.0
TKT000003657,BKG000003657,PAY000003657,issued,2014-08-20 12:10:25,NONE,26.0
TKT000003658,BKG000003658,PAY000003658,issued,2014-11-21 12:18:23,NONE,29.0
TKT000003659,BKG000003659,PAY000003659,issued,2014-07-13 11:40:49,NONE,22.0
TKT000003660,BKG000003660,PAY000003660,issued,2014-11-07 14:37:08,NONE,25.0
TKT000003661,BKG000003661,PAY000003661,issued,2013-04-09 10:54:01,NONE,28.0
TKT000003662,BKG000003662,PAY000003662,issued,2013-03-20 18:19:09,NONE,23.0
TKT000003663,BKG000003663,PAY000003663,issued,2014-12-20 07:33:52,NONE,11.0
TKT000003664,BKG000003664,PAY000003664,issued,2014-08-18 16:52:45,NONE,15.0
TKT000003665,BKG000003665,PAY000003665,issued,2014-12-19 16:50:46,NONE,35.0
