booking_id,customer_id,device,country,route_or_destination,amount,payment_method,payment_status,payment_error_code,ticket_status,ticketing_error_code,ticketing_delay_minutes,refund_requested,refund_status,refund_reason,refund_amount,is_booking,is_payment_success,is_payment_failed,is_ticket_issued,is_ticket_failed,is_refunded,revenue_at_risk
BKG000004312,701208,desktop,149,46372,239.75,google_pay,success,NONE,issued,NONE,43.0,True,approved,ticketing_failure,239.75,1,1,0,1,0,1,239.75
BKG000004313,774144,desktop,194,23240,462.72,credit_card,success,NONE,issued,NONE,19.0,True,pending,ticketing_failure,394.48,1,1,0,1,0,1,394.48
BKG000004314,441411,desktop,0,8052,192.75,apple_pay,success,NONE,issued,NONE,28.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004315,864546,desktop,66,8791,647.6,bank_transfer,success,NONE,issued,NONE,9.0,True,approved,duplicate_booking,557.02,1,1,0,1,0,1,557.02
BKG000004316,766496,mobile,205,8288,134.63,credit_card,success,NONE,issued,NONE,9.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004317,1030086,desktop,66,8230,363.45,credit_card,success,NONE,issued,NONE,4.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004318,698753,mobile,188,40642,118.7,debit_card,success,NONE,issued,NONE,4.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004319,640010,desktop,66,58405,139.76,google_pay,success,NONE,issued,NONE,44.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004320,162012,desktop,66,25817,317.47,google_pay,success,NONE,issued,NONE,26.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004321,1000281,desktop,156,12780,850.12,paypal,failed,CARD_DECLINED,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,850.12
BKG000004322,181808,desktop,215,8277,784.84,paypal,success,NONE,issued,NONE,38.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004323,381180,desktop,66,12602,345.67,debit_card,success,NONE,issued,NONE,29.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004324,840474,desktop,66,8279,257.72,credit_card,success,NONE,issued,NONE,16.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004325,365250,desktop,205,25951,134.77,bank_transfer,success,NONE,issued,NONE,24.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004326,593538,desktop,66,12150,174.72,paypal,success,NONE,issued,NONE,5.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004327,253108,desktop,77,1330,178.78,credit_card,success,NONE,issued,NONE,21.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004328,215207,desktop,77,20414,260.23,apple_pay,success,NONE,issued,NONE,17.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004329,787411,desktop,66,28514,671.55,apple_pay,success,NONE,issued,NONE,17.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004330,417628,mobile,66,12218,169.42,bank_transfer,success,NONE,issued,NONE,13.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004331,869763,desktop,66,8250,2332.12,paypal,success,NONE,issued,NONE,31.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004332,1104358,desktop,66,35104,164.6,credit_card,success,NONE,pending,TICKETING_TIMEOUT,17.0,False,not_requested,not_requested,0.0,1,1,0,0,0,0,0.0
BKG000004333,664990,desktop,66,12823,850.76,credit_card,success,NONE,issued,NONE,15.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004334,479439,desktop,133,21078,529.76,apple_pay,success,NONE,issued,NONE,28.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004335,828793,desktop,66,8809,206.08,credit_card,success,NONE,issued,NONE,22.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004336,633202,desktop,205,8857,230.0,credit_card,success,NONE,issued,NONE,15.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004337,33352,desktop,19,12227,484.85,credit_card,success,NONE,issued,NONE,28.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004338,740345,desktop,3,23731,319.72,debit_card,success,NONE,issued,NONE,24.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004339,230221,desktop,77,8803,238.73,credit_card,success,NONE,issued,NONE,43.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004340,1025460,desktop,23,8267,612.92,bank_transfer,success,NONE,issued,NONE,32.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004341,742694,desktop,66,8274,384.61,credit_card,success,NONE,issued,NONE,12.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004342,878299,desktop,66,1391,630.24,debit_card,failed,INSUFFICIENT_FUNDS,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,630.24
BKG000004343,985177,desktop,66,12266,317.31,bank_transfer,success,NONE,issued,NONE,3.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004344,130618,desktop,66,12011,159.74,paypal,success,NONE,issued,NONE,23.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004345,755139,desktop,205,8270,399.26,credit_card,success,NONE,issued,NONE,11.0,True,approved,customer_cancelled,399.26,1,1,0,1,0,1,399.26
BKG000004346,313373,desktop,205,24017,143.47,credit_card,success,NONE,issued,NONE,36.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004347,296684,desktop,66,4187,177.26,debit_card,success,NONE,pending,TICKETING_TIMEOUT,13.0,False,not_requested,not_requested,0.0,1,1,0,0,0,0,0.0
BKG000004348,292114,desktop,133,8254,576.21,debit_card,success,NONE,issued,NONE,1034.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004349,1090726,desktop,162,33942,470.32,bank_transfer,success,NONE,issued,NONE,30.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004350,583757,desktop,66,8223,820.13,credit_card,success,NONE,issued,NONE,15.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004351,647964,desktop,66,25182,115.0,credit_card,failed,PAYMENT_PROVIDER_ERROR,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,115.0
BKG000004352,200640,desktop,69,23479,113.51,bank_transfer,success,NONE,issued,NONE,26.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004353,291392,desktop,235,8213,1133.91,paypal,failed,INSUFFICIENT_FUNDS,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,1133.91
BKG000004354,537385,desktop,66,4624,210.77,bank_transfer,failed,CARD_DECLINED,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,210.77
BKG000004355,558191,desktop,66,8291,925.24,paypal,success,NONE,issued,NONE,25.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004356,824483,desktop,66,23293,2912.53,credit_card,success,NONE,issued,NONE,18.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004357,255901,mobile,66,11853,429.94,credit_card,success,NONE,issued,NONE,39.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004358,864837,desktop,69,16972,148.29,debit_card,success,NONE,issued,NONE,29.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004359,264808,desktop,1,2427,735.54,bank_transfer,success,NONE,issued,NONE,10.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004360,1131496,desktop,69,45833,567.31,paypal,success,NONE,issued,NONE,5.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004361,1064871,desktop,66,8268,702.49,bank_transfer,success,NONE,pending,SUPPLIER_ERROR,25.0,False,not_requested,not_requested,0.0,1,1,0,0,0,0,0.0
BKG000004362,606724,desktop,205,8287,596.12,credit_card,success,NONE,issued,NONE,29.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004363,1129213,desktop,66,8785,181.31,credit_card,success,NONE,issued,NONE,41.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004364,371410,desktop,154,330,397.41,credit_card,success,NONE,issued,NONE,4.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004365,988758,desktop,66,7331,250.19,debit_card,success,NONE,issued,NONE,17.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004366,852039,desktop,66,8281,191.05,debit_card,success,NONE,issued,NONE,20.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004367,98898,mobile,66,8793,439.05,google_pay,success,NONE,issued,NONE,16.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004368,102644,desktop,66,44285,430.26,credit_card,success,NONE,issued,NONE,40.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004369,106216,desktop,205,8287,147.34,debit_card,success,NONE,issued,NONE,28.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004370,637629,desktop,12,12357,285.32,credit_card,failed,CARD_DECLINED,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,285.32
BKG000004371,70312,mobile,46,44035,132.66,bank_transfer,failed,CARD_DECLINED,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,132.66
BKG000004372,81681,desktop,66,9147,122.66,bank_transfer,success,NONE,issued,NONE,43.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004373,416769,desktop,69,20070,270.92,google_pay,success,NONE,issued,NONE,4.0,True,approved,ticketing_failure,270.92,1,1,0,1,0,1,270.92
BKG000004374,1022048,mobile,66,25657,454.84,credit_card,success,NONE,issued,NONE,17.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004375,1100582,mobile,66,11620,132.16,debit_card,success,NONE,issued,NONE,6.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004376,695118,mobile,133,8785,220.95,credit_card,success,NONE,issued,NONE,35.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004377,240663,desktop,66,12227,474.21,credit_card,success,NONE,issued,NONE,746.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004378,218199,mobile,12,8813,113.24,credit_card,success,NONE,issued,NONE,8.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004379,746110,desktop,3,22825,488.78,credit_card,failed,CARD_DECLINED,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,488.78
BKG000004380,236086,desktop,69,8804,199.38,google_pay,success,NONE,pending,AIRLINE_CONFIRMATION_FAILED,35.0,False,not_requested,not_requested,0.0,1,1,0,0,0,0,0.0
BKG000004381,1160887,desktop,167,735,361.64,debit_card,failed,3DS_FAILED,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,361.64
BKG000004382,750782,desktop,66,8279,539.56,credit_card,success,NONE,pending,SUPPLIER_ERROR,24.0,False,not_requested,not_requested,0.0,1,1,0,0,0,0,0.0
BKG000004383,334406,desktop,77,8789,562.59,paypal,success,NONE,issued,NONE,22.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004384,921092,desktop,66,12175,244.15,credit_card,success,NONE,issued,NONE,13.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004385,314635,desktop,205,8228,108.35,apple_pay,success,NONE,issued,NONE,20.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004386,431748,desktop,66,23686,755.26,paypal,success,NONE,issued,NONE,14.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004387,132164,desktop,60,8234,250.5,credit_card,success,NONE,issued,NONE,11.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004388,540136,desktop,133,23507,88.59,credit_card,failed,3DS_FAILED,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,88.59
BKG000004389,601189,desktop,66,28620,237.4,credit_card,success,NONE,issued,NONE,19.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004390,663450,desktop,63,22535,258.19,apple_pay,success,NONE,issued,NONE,856.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004391,1046664,desktop,133,8267,1984.82,debit_card,success,NONE,issued,NONE,34.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004392,875846,desktop,66,24492,162.75,paypal,success,NONE,issued,NONE,19.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004393,295969,desktop,46,51340,779.57,google_pay,success,NONE,issued,NONE,37.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004394,445796,desktop,4,8216,504.03,bank_transfer,success,NONE,issued,NONE,3.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004395,247078,desktop,66,8250,515.53,credit_card,success,NONE,issued,NONE,10.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004396,443553,desktop,66,45629,208.48,debit_card,failed,INSUFFICIENT_FUNDS,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,208.48
BKG000004397,349493,desktop,205,26205,118.83,credit_card,success,NONE,issued,NONE,43.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004398,251989,desktop,66,8276,403.37,apple_pay,success,NONE,issued,NONE,31.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004399,948273,desktop,66,16831,449.63,credit_card,success,NONE,issued,NONE,31.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004400,213356,desktop,23,6305,726.93,debit_card,success,NONE,issued,NONE,27.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004401,667413,mobile,205,8262,309.41,debit_card,success,NONE,issued,NONE,40.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004402,672782,desktop,66,12916,119.48,google_pay,success,NONE,issued,NONE,23.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004403,333908,desktop,69,12210,249.17,google_pay,failed,PAYMENT_PROVIDER_ERROR,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,249.17
BKG000004404,456806,desktop,202,8819,535.78,credit_card,success,NONE,issued,NONE,44.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004405,1000331,desktop,66,12216,428.96,credit_card,success,NONE,issued,NONE,42.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004406,1056846,desktop,46,457,137.88,credit_card,success,NONE,issued,NONE,19.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004407,449336,mobile,66,23545,392.95,credit_card,success,NONE,issued,NONE,38.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004408,629928,mobile,66,12346,1225.94,debit_card,success,NONE,issued,NONE,15.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004409,906942,desktop,66,24374,247.33,debit_card,success,NONE,issued,NONE,36.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004410,49600,desktop,205,41667,179.48,credit_card,success,NONE,issued,NONE,711.0,True,approved,customer_cancelled,179.48,1,1,0,1,0,1,179.48
BKG000004411,650456,desktop,1,17823,251.38,credit_card,success,NONE,issued,NONE,3.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004412,1080971,desktop,66,20313,953.39,bank_transfer,success,NONE,issued,NONE,4.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004413,741046,desktop,66,23610,169.43,credit_card,success,NONE,issued,NONE,7.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004414,669893,desktop,19,22930,215.51,credit_card,success,NONE,issued,NONE,15.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004415,683271,desktop,66,8743,258.62,apple_pay,success,NONE,issued,NONE,24.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004416,442226,desktop,66,11569,319.41,credit_card,success,NONE,issued,NONE,41.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004417,932730,desktop,66,8284,279.14,apple_pay,success,NONE,issued,NONE,34.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004418,229552,desktop,66,8235,300.79,credit_card,success,NONE,issued,NONE,32.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004419,1024288,mobile,66,11621,288.16,debit_card,success,NONE,issued,NONE,5.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004420,448101,desktop,66,26616,226.58,credit_card,success,NONE,issued,NONE,933.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004421,281084,desktop,66,148,164.94,bank_transfer,success,NONE,issued,NONE,20.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004422,586179,desktop,66,18055,257.33,debit_card,success,NONE,issued,NONE,11.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004423,283727,desktop,66,11983,181.84,credit_card,success,NONE,issued,NONE,28.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004424,360599,desktop,66,26631,151.69,credit_card,success,NONE,issued,NONE,17.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004425,754078,desktop,3,8739,316.19,google_pay,success,NONE,pending,TICKETING_TIMEOUT,26.0,False,not_requested,not_requested,0.0,1,1,0,0,0,0,0.0
BKG000004426,517656,mobile,66,24816,147.9,credit_card,success,NONE,issued,NONE,10.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004427,892534,desktop,66,8863,154.78,debit_card,success,NONE,issued,NONE,27.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004428,301427,desktop,66,21489,428.75,google_pay,success,NONE,issued,NONE,678.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004429,184187,desktop,66,19364,239.72,apple_pay,success,NONE,issued,NONE,25.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004430,585202,desktop,66,24081,421.8,debit_card,success,NONE,issued,NONE,34.0,True,approved,customer_cancelled,371.09,1,1,0,1,0,1,371.09
BKG000004431,685378,desktop,205,26410,151.02,debit_card,success,NONE,issued,NONE,38.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004432,969192,desktop,66,8285,257.35,credit_card,success,NONE,issued,NONE,19.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004433,1123184,desktop,66,8250,250.04,credit_card,success,NONE,issued,NONE,16.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004434,438167,desktop,66,8250,1571.5,credit_card,success,NONE,issued,NONE,45.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004435,943511,desktop,66,16449,1205.34,paypal,success,NONE,issued,NONE,6.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004436,144480,desktop,66,29928,228.44,apple_pay,success,NONE,issued,NONE,26.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004437,955164,desktop,66,23682,274.08,credit_card,success,NONE,issued,NONE,6.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004438,12303,desktop,3,8220,226.97,debit_card,success,NONE,issued,NONE,30.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004439,1196275,desktop,3,23825,327.29,google_pay,success,NONE,issued,NONE,40.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004440,65290,desktop,66,8267,920.84,debit_card,failed,INSUFFICIENT_FUNDS,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,920.84
BKG000004441,1015430,desktop,66,16090,132.0,credit_card,success,NONE,issued,NONE,31.0,True,pending,ticketing_failure,58.31,1,1,0,1,0,1,58.31
BKG000004442,52575,desktop,66,25611,266.0,debit_card,success,NONE,issued,NONE,43.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004443,161665,desktop,66,8291,199.53,debit_card,success,NONE,issued,NONE,43.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004444,539075,desktop,66,12418,366.95,apple_pay,success,NONE,issued,NONE,33.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004445,863048,desktop,69,12132,464.0,paypal,success,NONE,issued,NONE,1146.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004446,223991,desktop,0,20525,349.61,credit_card,failed,CARD_DECLINED,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,349.61
BKG000004447,866640,desktop,66,12267,247.11,credit_card,success,NONE,issued,NONE,10.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004448,842286,mobile,66,7658,201.13,google_pay,success,NONE,issued,NONE,26.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004449,162967,desktop,69,46990,245.2,credit_card,success,NONE,issued,NONE,342.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004450,360152,desktop,69,24174,901.34,debit_card,success,NONE,issued,NONE,32.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004451,630176,desktop,66,3488,199.3,credit_card,success,NONE,issued,NONE,37.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004452,438054,desktop,63,12225,420.35,debit_card,success,NONE,issued,NONE,45.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004453,543650,desktop,205,7635,508.34,google_pay,success,NONE,issued,NONE,26.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004454,687880,desktop,66,18924,162.97,credit_card,success,NONE,issued,NONE,36.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004455,5444,desktop,3,669,289.01,credit_card,success,NONE,issued,NONE,45.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004456,964638,desktop,66,8230,369.52,credit_card,failed,CARD_DECLINED,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,369.52
BKG000004457,230598,desktop,66,13094,641.22,bank_transfer,success,NONE,issued,NONE,13.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004458,789950,desktop,205,8847,158.69,debit_card,success,NONE,issued,NONE,15.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004459,416780,desktop,66,44751,1087.65,credit_card,success,NONE,issued,NONE,16.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004460,500283,desktop,66,12175,140.0,debit_card,success,NONE,issued,NONE,14.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004461,817046,desktop,66,8250,362.61,credit_card,success,NONE,issued,NONE,26.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004462,130268,desktop,66,11373,447.08,credit_card,success,NONE,issued,NONE,40.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004463,802772,desktop,66,8230,706.78,debit_card,success,NONE,issued,NONE,45.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004464,802772,desktop,66,8230,770.65,credit_card,success,NONE,issued,NONE,6.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004465,831719,desktop,181,12344,272.5,paypal,success,NONE,issued,NONE,12.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004466,94885,desktop,205,8250,544.99,credit_card,success,NONE,issued,NONE,9.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004467,154282,desktop,66,8254,1379.79,debit_card,success,NONE,issued,NONE,24.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004468,709446,desktop,66,8279,432.48,apple_pay,success,NONE,issued,NONE,24.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004469,1135181,desktop,3,1318,1578.79,paypal,success,NONE,issued,NONE,45.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004470,319405,desktop,66,8250,773.6,credit_card,failed,PAYMENT_PROVIDER_ERROR,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,773.6
BKG000004471,669757,desktop,66,27468,112.7,credit_card,success,NONE,issued,NONE,43.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004472,461791,desktop,3,22478,217.41,credit_card,failed,INSUFFICIENT_FUNDS,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,217.41
BKG000004473,747887,desktop,205,12234,1108.11,credit_card,success,NONE,issued,NONE,617.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004474,468799,mobile,66,8243,453.24,credit_card,success,NONE,issued,NONE,11.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004475,937520,desktop,66,8281,526.22,google_pay,success,NONE,issued,NONE,7.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004476,203007,desktop,205,12654,205.66,debit_card,success,NONE,issued,NONE,22.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004477,394281,desktop,66,8252,448.85,paypal,success,NONE,issued,NONE,15.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004478,394281,desktop,66,8252,369.17,credit_card,success,NONE,issued,NONE,32.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004479,394281,desktop,66,8252,387.05,credit_card,success,NONE,issued,NONE,20.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004480,394281,desktop,66,8252,392.13,debit_card,failed,PAYMENT_PROVIDER_ERROR,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,392.13
BKG000004481,394281,desktop,66,8252,457.38,credit_card,success,NONE,issued,NONE,21.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004482,394281,desktop,66,8252,436.53,credit_card,success,NONE,issued,NONE,10.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004483,394281,desktop,66,8252,441.58,paypal,success,NONE,issued,NONE,15.0,True,approved,ticketing_failure,248.63,1,1,0,1,0,1,248.63
BKG000004484,1004407,mobile,202,12826,262.53,paypal,success,NONE,issued,NONE,23.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004485,673900,desktop,66,8791,1045.36,bank_transfer,success,NONE,issued,NONE,30.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004486,1161992,desktop,66,8745,1007.6,debit_card,success,NONE,issued,NONE,31.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000004487,782465,desktop,66,60840,179.22,credit_card,success,NONE,issued,NONE,25.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
